0,0.217408,0.231901,-0.247361,-0.387374,0
0,0.0326042,-0.184803,0.197124,-0.628477,0
0,0.10428,-0.111232,0.120669,-0.549673,0
0,-0.647417,-0.543137,-0.72794,2.3757,1
0,-1.20233,1.28248,1.5867,1.24523,0
0,-0.100532,-1.30286,1.38972,0.800521,0
0,-0.362442,0.386605,1.36798,0.852664,1
0,-0.700979,-0.700979,-1.71176,-1.78726,1
1,-0.398078,-0.424616,0.582656,1.68715,0
1,-0.50402,-0.105942,0.134042,-2.56874,0
1,-0.470615,0.548952,0.00271133,-0.00289208,0
1,0.0126531,-0.501989,-0.627654,-0.824796,1
1,-0.236105,-0.416788,0.444574,0.842652,0
1,-0.138894,0.251845,0.268635,0.169307,0
1,-0.0506181,-0.267246,-0.488397,-0.485686,1
1,0.0539926,0.0539926,0.305838,0.921119,0
2,0.399187,0.4258,0.454186,-1.31246,0
2,0.722278,0.323091,0.34463,0.386332,0
2,0.419964,0.768016,0.342216,0.36503,0
2,1.16798,0.447962,0.124871,-0.133196,1
2,0.0545072,-0.911829,-1.10325,-0.433365,0
2,-0.912981,-0.058141,0.0620171,-0.300169,0
2,-0.722282,1.02372,0.972618,0.630402,1
2,-0.770434,-0.770434,-0.712293,-0.587422,1
3,-0.21247,-0.226635,-0.755098,1.50027,0
3,-0.17999,0.0324801,0.142205,-0.151685,0
3,-0.0339053,-0.500066,0.207839,-1.1289,0
3,-0.432646,0.0361656,-0.0971513,0.103628,0
3,-0.156147,-0.166557,0.338889,-0.291621,0
3,0.735466,0.891613,-0.951054,-0.920604,1
3,-0.131295,0.140048,-0.177661,-0.654837,0
3,-0.964207,-0.964207,-1.3449,-1.44205,1
4,0.288305,0.307525,0.360269,-1.89359,0
4,0.658535,0.37023,0.394912,1.32156,0
4,-0.681598,-0.880008,-1.21776,-1.72593,0
4,-0.0979701,0.727037,0.356807,-0.926013,1
4,-0.571957,0.610088,-1.34994,-0.565488,0
4,-0.687475,-1.25943,1.41067,0.580498,0
4,0.299171,-0.319116,-0.65076,0.9673,0
4,-1.18414,-1.18414,-1.34339,-0.539853,0
5,0.0738786,0.0788039,0.282817,-0.301671,0
5,0.0311144,-0.0427643,-0.0456153,1.71756,0
5,-0.0782066,-0.0834203,-0.348561,-0.371798,0
5,0.179721,0.257928,0.300692,-1.13707,1
5,0.0649726,-0.523293,-1.76538,-1.6915,0
5,-0.559892,-0.0693041,0.0739244,-0.174042,1
5,-0.320833,0.619091,0.55818,0.906741,0
5,-0.342222,-0.342222,-0.272918,-0.251434,0
6,-0.035836,-0.038225,-0.0407734,0.0434916,0
6,-0.831577,-0.795741,-0.84879,-0.905376,0
6,-0.130575,-0.13928,-0.101055,0.107792,0
6,0.630288,0.760863,1.5566,1.66038,1
6,0.152521,0.162689,-1.42112,-1.4619,0
6,0.522912,0.370391,0.395084,1.24387,1
6,-0.467882,-0.499074,-0.173535,-0.27459,0
6,0.882536,0.882536,0.739547,1.60797,1
7,0.556568,0.593672,-0.63325,0.800217,0
7,0.953222,0.396655,-0.423099,1.28612,0
7,0.485889,-1.02246,-0.428791,-0.654468,0
7,-1.47684,-0.518282,-0.121627,-0.129735,1
7,-0.234622,-1.21022,-1.64563,-0.895425,0
7,-0.884316,0.250263,-1.65095,-0.701568,0
7,0.746925,1.07094,1.2909,0.677335,0
7,0.79672,0.79672,-0.266947,-0.388574,1
8,0.00146828,0.00156617,0.00167058,0.00178195,0
8,-0.315833,-0.317302,-0.338455,-1.56513,0
8,-0.291781,-0.311234,-0.3128,-3.0769,0
8,0.0677695,0.359551,0.676853,-0.721976,1
8,-0.12033,-0.161647,0.735972,0.734302,0
8,-0.023192,0.128352,-0.136909,0.169658,1
8,0.0805146,-0.0858822,-0.172424,0.247111,1
8,-1.32667,-1.32667,-1.45502,-1.95117,1
9,-0.0447896,-0.0477756,0.0509606,0.054358,0
9,-0.306194,-0.261404,0.420983,1.22941,0
9,-0.220145,-0.234821,-0.282596,-0.301436,0
9,0.11584,0.335984,-0.0586867,-0.881043,0
9,-0.100369,0.452344,1.32103,1.37199,0
9,0.317013,-0.10706,-0.114197,0.275295,1
9,0.063997,0.412938,0.4825,0.493292,0
9,0.0682635,0.0682635,0.175323,0.141746,1
10,0.736875,0.786,-0.8384,-1.09234,0
10,1.16194,0.425064,-0.453402,0.483629,0
10,0.611291,-0.652044,0.133956,0.142887,0
10,-1.88691,-1.27561,-0.85055,0.907253,1
10,-0.455485,-0.485851,2.31348,1.38014,0
10,1.2955,1.75098,-1.86771,-1.41431,1
10,-0.956915,1.02071,-0.518241,-0.384284,0
10,-1.89107,-1.89107,-2.31809,-1.46754,1
11,-0.678365,-0.723589,0.771828,1.21875,0
11,-1.05194,-0.373576,0.398481,0.425047,0
11,-0.0733305,-0.542939,-1.26653,-1.35096,0
11,-0.430786,0.0782192,-0.295357,0.87969,1
11,-0.304557,-0.479013,-0.510947,0.537761,0
11,-0.124214,0.32486,-0.346518,0.0519636,0
11,-0.414387,0.952619,1.23814,1.98525,1
11,-0.442012,-0.442012,-0.766873,-0.639908,1
